N Proj,Promotor,Designacao,Instrumento,Aviso,Aut Gestao,Org Intermedio,Concelho,Regiao,Sector,CAE (Rev3),Estrategia de Eficiencia Colectiva,Data de Aprovacao,Investimento Elegivel,Incentivo,N Contribuinte do Promotor
2753,"FERNANDES INDuSTRIAS INOXIDaVEIS, LDA",MODERNIZAcaO TECNOLoGICA E ENTRADA NO MERCADO EMERGENTE DOS BIOCOMBUSTiVEIS,SI Inovacao/Inovacao Produtiva,05/SI/2008,PO Norte,IAPMEI,Fafe,Norte,Industria,25290 - Fabricacao de outros reservatorios e recipientes metalicos,,01-Set-08,212481,116864,502500190
2756,"FLORIANO DUARTE & FILHOS, LDA",VERTICALIZAcaO DA ACTIVIDADE E EFICIeNCIA ENERGeTICA E AMBIENTAL AO LONGO DO PROCESSO PRODUTIVO,SI Inovacao/Inovacao Produtiva,05/SI/2008,PO Norte,IAPMEI,Arouca,Norte,Industria,16101 - Serracao de madeira,,01-Set-08,573782,315580,502741422
2772,"COUDELARIA HENRIQUE ABECASIS, LDA","TURISMO EQUESTRE NA REGIaO DO RIBATEJO EM CAVALOS DE RAcA PURO SANGUE LUSITANO, INTEGRADO NA EMPRESA PROMOTORA EM ARTICULAcaO COM A CRIAcaO E ENSINO DOS CAVALOS E A PRODUcaO AGRiCOLA DE FORRAGENS, EM COOPERAcaO ESTRUTURADA COM OUTRAS EMPRESA TURiSTICAS, A",SI Inovacao/Empreendedorismo Qualificado,06/SI/2008,PO Alentejo,TP,Azambuja,Alentejo,Turismo,93293 - Organizacao de actividades de animacao turistica,,01-Set-08,141127,91733,507925360
2761,"ENANCER, ELECTRONICA SA",CRIAcaO E DESENVOLVIMENTO DE NOVOS PRODUTOS NA aREA INDUSTRIAL DE PRODUTOS ELeCTRICOS E DE DOMoTICA,SI Inovacao/Empreendedorismo Qualificado,06/SI/2008,PO Norte,IAPMEI,Braga,Norte,Industria,27122 - Fabricacao de material de distribuicao e controlo para instalacoes electricas de baixa tensao,,01-Set-08,473149,212806,508307341
2989,"LIGAPARTES - COMPONENTES DE MOBILIaRIO, LDA","PRODUcaO DE NOVOS BENS OU SERVIcOS, UMA VEZ QUE A EMPRESA VAI MONTAR UMA NOVA LINHA DE PRODUcaO DE UM NOVO PRODUTO QUE VAI COLOCAR NO MERCADO E QUE TAMBeM VAI UTILIZAR COMO MATeRIA PRIMA NA SUA ACTUAL PRODUcaO",SI Inovacao/Inovacao Produtiva,05/SI/2008,PO Norte,IAPMEI,Paredes,Norte,Industria,"16213 - Fabricacao de folheados, contraplacados, lamelados e de outros paineis",,01-Set-08,1052010,578606,507428080
2965,"MATTRESS TICKING DUVALLI - FaBRICA DE TECIDOS, SA",EVOLUcaO DO TECIDO PARA REVESTIMENTO DE COLCHoES PARA O MUNDO DA MODA,SI Inovacao/Inovacao Produtiva,05/SI/2008,PO Norte,IAPMEI,Santa Maria da Feira,Norte,Industria,"13920 - Fabricacao de artigos texteis confeccionados, excepto vestuario",,01-Set-08,1172258,646708,504638696
3018,"LUIS DOS SANTOS PEREIRA, LDA",CRIAcaO E DESENVOLVIMENTO DA GAMA DE MoVEIS LACADOS,SI Inovacao/Inovacao Produtiva,05/SI/2008,PO Norte,IAPMEI,Pacos de Ferreira,Norte,Industria,31091 - Fabricacao de mobiliario de madeira para outros fins,,01-Set-08,520307,286169,501356894
3008,"HOTEL DO MONTE - ACTIVIDADES HOTELEIRAS, LDA",HOTEL DAS TERMAS DE S VICENTE,SI Inovacao/Inovacao Produtiva,05/SI/2008,PO Norte,TP,Penafiel,Norte,Turismo,55111 - Hoteis com restaurante,,01-Set-08,4793845,2636615,503327352
3014,"ELECTRO INSTALADORA DE BAIRRO, LDA",IMPLEMENTAcaO DE SISTEMAS TECNOLoGICOS INDuSTRIAIS INOVADORES PARA A PRODUcaO DE QUADROS ELeCTRICOS,SI Inovacao/Inovacao Produtiva,05/SI/2008,PO Norte,IAPMEI,Vila Nova de Famalicao,Norte,Industria,27122 - Fabricacao de material de distribuicao e controlo para instalacoes electricas de baixa tensao,,01-Set-08,1148817,638817,500600201
3025,"RECUPERADORES PACHINHA, LDA",CRIAcaO E DESENVOLVIMENTO DE UM NOVO CONCEITO DE RECUPERADORES EM TERMOS DE DESIGN,SI Inovacao/Inovacao Produtiva,05/SI/2008,PO Norte,IAPMEI,Moncao,Norte,Industria,"25992 - Fabricacao de outros produtos metalicos diversos, ne",,01-Set-08,1042702,573486,508036461
3021,"ABOUTPROFIT - TECNOLOGIAS DE INFORMAcaO E COMUNICAcaO, LDA",ABOUTPROFIT,SI Inovacao/Empreendedorismo Qualificado,06/SI/2008,PO Norte,IAPMEI,Porto,Norte,Servicos,62090 - Outras actividades relacionadas com as tecnologias da informacao e informatica,,01-Set-08,167750,92263,508598290
3068,"OUTEIRAL - SOC DE CONSTRUcoES E EXPLORAcoES HOTELEIRAS, LDA",HOTEL ANTAS - 3 ESTRELAS,SI Inovacao/Inovacao Produtiva,05/SI/2008,PO Norte,TP,Porto,Norte,Turismo,55111 - Hoteis com restaurante,,01-Set-08,627735,345255,502025107
3061,"JOAQUIM AUGUSTO COSTA PEREIRA & FILHOS, LDA",PROJECTO DE INVESTIMENTO PARA FABRICO DE MoVEIS LACADOS,SI Inovacao/Inovacao Produtiva,05/SI/2008,PO Norte,IAPMEI,Pacos de Ferreira,Norte,Industria,31091 - Fabricacao de mobiliario de madeira para outros fins,,01-Set-08,323670,178019,502378620
2673,"MILTEICA - INDuSTRIAS ALIMENTARES, LDA",PROJECTO DE MODERNIZAcaO DO PROCESSO PRODUTIVO,SI Inovacao/Inovacao Produtiva,05/SI/2008,PO Norte,IAPMEI,Pacos de Ferreira,Norte,Industria,"10720 - Fabricacao de bolachas, biscoitos, tostas e pastelaria de conservacao",,01-Set-08,427543,235149,502550635
2708,"ROQUETTE & CORREIA, LDA",PIPADOURO,SI Inovacao/Empreendedorismo Qualificado,06/SI/2008,PO Norte,TP,Peso da Regua,Norte,Turismo,93293 - Organizacao de actividades de animacao turistica,,01-Set-08,260897,143493,508122228
2728,"PLASTROFA - PLaSTICOS DA TROFA, LDA",INVESTIMENTO EM AREAS CHAVE DA EMPRESA,SI Inovacao/Inovacao Produtiva,05/SI/2008,PO Norte,IAPMEI,Trofa,Norte,Industria,22220 - Fabricacao de embalagens de plastico,,01-Set-08,871586,479577,501194487
2730,"J S GOUVEIA - METALOMECaNICA, LDA","REFORcO DAS COMPETeNCIAS E SISTEMAS ENDoGENOS TeCNICOS, DIVERSIFICAcaO DE PRODUTOS E MERCADOS",SI Inovacao/Inovacao Produtiva,05/SI/2008,PO Alentejo,IAPMEI,Santarem,Alentejo,Industria,25620 - Actividades de mecanica geral,,01-Set-08,315515,161158,500150648
2880,"USMENDES - CONSTRUcoES & ENGENHEIROS, LDA",DELFIM DOURO HOTEL,SI Inovacao/Inovacao Produtiva,05/SI/2008,PO Norte,TP,Lamego,Norte,Turismo,55111 - Hoteis com restaurante,,01-Set-08,2300609,1265335,502531266
2896,JOSe DE OLIVEIRA E SILVAJOSe DE OLIVEIRA E SILVA,INOVAcaO ORGANIZACIONAL E INOVAcaO DA TECNOLOGIA E DO PROCESSO,SI Inovacao/Inovacao Produtiva,05/SI/2008,PO Norte,IAPMEI,Braga,Norte,Industria,"25992 - Fabricacao de outros produtos metalicos diversos, ne",,01-Set-08,181046,99575,134339533
2950,"ROTA DA CEGONHA, UNIPESSOAL, LDA",RECLASSIFICAcaO DO DOURO PARK HOTEL,SI Inovacao/Inovacao Produtiva,05/SI/2008,PO Norte,TP,Resende,Norte,Turismo,55111 - Hoteis com restaurante,,01-Set-08,307892,169341,508553580
2467,"CRITICAL SOFTWARE, SA",REM - REUSE AND ESTIMATION,I&DT Empresas/Projectos Individuais,07/SI/2008,PO FC,IAPMEI,Coimbra,Centro,Servicos,72200 - Investigacao e desenvolvimento das ciencias sociais e humanas,,29-Ago-08,654530,390967,504208187
2626,"NOVABASE CONSULTING - CONSULTORIA, DESENVOLVIMENTO E OPERAcaO DE SISTEMAS DE INFORMAcaO, SA","MYAPRENDERNANET - DESENVOLVIMENTO DE UM NOVO PRODUTO DE ELEARNING, O MYAPRENDERNANET",I&DT Empresas/Projectos Individuais,07/SI/2008,PO FC,IAPMEI,evora,Alentejo,Industria,26300 - Fabricacao de aparelhos e equipamentos para comunicacoes,,29-Ago-08,244636,74323,504857312
2615,"WIPRO PORTUGAL, SA",APPAREL RETAIL - FASTER AND SMARTER RETAIL PACKAGES IMPLEMENTATION,I&DT Empresas/Projectos Individuais,07/SI/2008,PO FC,IAPMEI,Porto,Norte,Servicos,62020 - Actividades de consultoria em informatica,,29-Ago-08,406029,203014,503961175
2513,"CONTROLVET - SEGURANcA ALIMENTAR, LDA",QTEST - DESENVOLVIMENTO DE KITS DE DIAGNoSTICO RaPIDO PARA DETECcaO DE MICRORGANISMOS PATOGeNICOS,I&DT Empresas/Projectos Individuais,07/SI/2008,PO FC,IAPMEI,Tondela,Centro,Servicos,72110 - Investigacao e desenvolvimento em biotecnologia,,29-Ago-08,122551,73531,504313290
2509,"AMBISYS, SA",BIOGASDRIVER - DESENVOLVIMENTO DE UM REACTOR PARA DIGESTaO E CODIGESTaO ANAERoBIA DE EFLUENTES E RESiDUOS COM ELEVADOS TEORES DE GORDURA,I&DT Empresas/Projectos Individuais,07/SI/2008,PO FC,IAPMEI,Povoa de Varzim,Norte,Servicos,71120 - Actividades de engenharia e tecnicas afins,,29-Ago-08,247682,93466,508104793
2482,"SAKTHI PORTUGAL, SA","SAPORI&DT - MELHORIAS DE PRODUTIVIDADE, QUALIDADE, RENTABILIDADE E CRESCIMENTO NO PATAMAR TECNOLoGICO DIRECCIONADOS PARA PRODUTOS DE MAIOR VALOR ACRESCENTADO POTENCIADOS POR ACcoES DE I&DT",I&DT Empresas/Projectos Individuais,07/SI/2008,PO FC,IAPMEI,Maia,Norte,Industria,24510 - Fundicao de ferro fundido,,29-Ago-08,1030964,514229,504202219
2498,"DOMINo - INDuSTRIAS CERaMICAS, SA",NANOTECH@TRADICIONALCERAMICS - OBTENcaO DE LADRILHOS CERaMICOS COM MULTIFUNCIONALIDADES INOVADORAS,I&DT Empresas/Projectos Individuais,07/SI/2008,PO FC,IAPMEI,Condeixa-a-Nova,Centro,Industria,"23312 - Fabricacao de ladrilhos, mosaicos e placas de ceramica",,29-Ago-08,381894,244247,502079215
2524,"T J AcOS, LDA",EVOTEC - EVOLUcAO DO CONHECIMENTO TECNOLOGICO DE MAQUINAGEM,Criacao e Reforco de competencias Internas de I&DT/Nucleos de I&DT,08/SI/2008,PO FC,IAPMEI,Marinha Grande,Centro,Industria,25734 - Fabricacao de moldes metalicos,,29-Ago-08,460202,184081,502355808
2520,"EFACEC - ENGENHARIA E SISTEMAS, SA","INPACT - INPACT - INTEGRATED ENGINEERING TOOLS FOR PROTECTION, AUTOMATION AND CONTROL SYSTEMS",I&DT Empresas/Projectos Individuais,07/SI/2008,PO FC,IAPMEI,Maia,Norte,Industria,27121 - Fabricacao de material de distribuicao e controlo para instalacoes electricas de alta tensao,,29-Ago-08,400114,245710,502533447
2523,"EFACEC - ENGENHARIA E SISTEMAS, SA",TRASNPROT - DESENVOLVIMENTO DE UNIDADES DE PROTECcaO PARA REDES DE TRANSPORTE DE ENERGIA,I&DT Empresas/Projectos Individuais,07/SI/2008,PO FC,IAPMEI,Maia,Norte,Industria,27121 - Fabricacao de material de distribuicao e controlo para instalacoes electricas de alta tensao,,29-Ago-08,357318,170424,502533447
2537,"ENDUTEX - REVESTIMENTOS TeXTEIS, SA",NANOCOATING - REVESTIMENTOS NANO-ESTRUTURADOS (REVESTIMENTOS FUNCIONALIZADOS a ESCALA NANOMeTRICA APLICADOS POR TECNOLOGIA HOT-MELT SLOT-DIE),I&DT Empresas/Projectos Individuais,07/SI/2008,PO FC,IAPMEI,Santo Tirso,Norte,Industria,"13993 - Fabricacao de outros texteis diversos, ne",,29-Ago-08,418012,188439,504080539
2550,"EFACEC ENERGIA - MaQUINAS E EQUIPAMENTOS ELeCTRICOS, SA",ELFAQC - OPTIMIZAcaO DE FERRAMENTAS DE ENGENHARIA DE PROJECTO DE TRANSFORMADORES,I&DT Empresas/Projectos Individuais,07/SI/2008,PO FC,IAPMEI,Matosinhos,Norte,Industria,"27110 - Fabricacao de motores, geradores e transformadores electricos",,29-Ago-08,288130,187285,504040847
2598,"JULAR - MADEIRAS, SA",NUCLEO IDT JULAR - CRIAcaO DE UM NuCLEO DE I&DT PARA DESENVOLVIMENTO DE PROJECTOS E INVESTIGAcaO NO aMBITO DA UTILIZAcaO DA MADEIRA PARA CONSTRUcaO,Criacao e Reforco de competencias Internas de I&DT/Nucleos de I&DT,08/SI/2008,PO FC,IAPMEI,Azambuja,Alentejo,Comercio,46731 - Comercio por grosso de madeira em bruto e de produtos derivados,,29-Ago-08,538239,215296,501354530
2559,"ANSELL PORTUGAL - INDUSTRIAL GLOVES, SOCIEDADE UNIPESSOAL, LDA",SEAMLESS - LUVA DE PROTECcaO INDUSTRIAL TRICOTADA COM FIO E REVESTIMENTO POLIMeRICO,I&DT Empresas/Projectos Individuais,07/SI/2008,PO FC,IAPMEI,Vila Nova de Poiares,Centro,Industria,"13962 - Fabricacao de texteis para uso tecnico e industrial, ne",,29-Ago-08,89820,39870,502295066
2567,"EFACEC ENERGIA - MaQUINAS E EQUIPAMENTOS ELeCTRICOS, SA","IMPCC - IMPULSO DE TENSaO, PONTOS QUENTES E CORRENTES DE CURTO CIRCUITO - TRANFORMADORES DE GRANDE POTeNCIA",I&DT Empresas/Projectos Individuais,07/SI/2008,PO FC,IAPMEI,Matosinhos,Norte,Industria,"27110 - Fabricacao de motores, geradores e transformadores electricos",,29-Ago-08,140582,91378,504040847
2571,"TINAMAR, TINTURARIA TeXTIL SA",NuCLEO I&DT TINAMAR - NuCLEO DE INVESTIGAcaO & DESENVOLVIMENTO TECNOLoGICO DA TINAMAR,Criacao e Reforco de competencias Internas de I&DT/Nucleos de I&DT,08/SI/2008,PO FC,IAPMEI,Barcelos,Norte,Industria,13301 - Branqueamento e tingimento,,29-Ago-08,338184,135274,502198095
2572,"FREZITE FERRAMENTAS DE CORTE, SA",NINHO I&DT - NuCLEO DE I&DT DA FREZITE,Criacao e Reforco de competencias Internas de I&DT/Nucleos de I&DT,08/SI/2008,PO FC,IAPMEI,Trofa,Norte,Industria,25732 - Fabricacao de ferramentas mecanicas,,29-Ago-08,186780,74712,500806500
2590,"ALGARDATA - SISTEMAS INFORMaTICOS, SA",ALG-I&DT - NuCLEO DE I&DT PARA DESENVOLVIMENTO DE PROJECTOS NA aREA DE IT,Criacao e Reforco de competencias Internas de I&DT/Nucleos de I&DT,08/SI/2008,PO Algarve,IAPMEI,Loule,Algarve,Comercio,"47410 - Comercio a retalho de computadores, unidades perifericas e programas informaticos, em estabelecimentos especializados",,28-Ago-08,311144,124457,502420227
2769,"MONTE DAS ESCANXINAS - CULTURA E TURISMO, LDA",MONTRA DE QUALIDADE DE PORTUGAL PARA O MUNDO,SI Inovacao/Empreendedorismo Qualificado,06/SI/2008,PO Algarve,TP,Loule,Algarve,Turismo,93293 - Organizacao de actividades de animacao turistica,,28-Ago-08,423775,275454,508451957
2751,ALISIOS II - IMOBILIARIA E TURISMO SA,"PRODUcaO DE NOVOS SERVIcOS COM ELEVADO CONTEuDO TECNOLoGICO, UTILIZANDO AS NOVAS TECNOLOGIAS E ADOPcaO DE NOVOS MeTODOS DE UTILIZAcaO DOS RECURSOS NATURAIS E ENERGeTICOS",SI Inovacao/Inovacao Produtiva,05/SI/2008,PO Algarve,TP,Albufeira,Algarve,Turismo,55111 - Hoteis com restaurante,,28-Ago-08,259348,142642,504901095
2574,"BLUECAPE - CONSULTORES DE COMPUTAcaO TeCNICA E CIENTiFICA, LDA",BLUEAIR - CRIAcaO DE UM NuCLEO DE I&DT PARA DESENVOLVIMENTO DE UMA FERRAMENTA DE SIMULAcaO DE ESCOAMENTO DE FLUIDOS NO INTERIOR DE EDIFICAcoES,Criacao e Reforco de competencias Internas de I&DT/Nucleos de I&DT,08/SI/2008,PO Lisboa,IAPMEI,Lisboa,Lisboa,Servicos,62020 - Actividades de consultoria em informatica,,27-Ago-08,115668,57834,507032047
2573,"ALMADESIGN, CONCEITO E DESENVOLVIMENTO DE DESIGN, LDA",MODULO BUS - NUCLEO DE INVESTIGAcaO E DESENVOLVIMENTO INTEGRADO DE SISTEMAS MODULARES PARA CARROcARIAS DE AUTOCARROS,Criacao e Reforco de competencias Internas de I&DT/Nucleos de I&DT,08/SI/2008,PO Lisboa,IAPMEI,Oeiras,Lisboa,Servicos,74100 - Actividades de design,,27-Ago-08,164287,82144,503847992
2556,"LONGO PRAZO CONSULTORES DE GESTaO, SA",NI&DT_LP - NuCLEO DE INVESTIGAcaO E DESENVOLVIMENTO TECNOLoGICO DA LONGO PRAZO,Criacao e Reforco de competencias Internas de I&DT/Nucleos de I&DT,08/SI/2008,PO Lisboa,IAPMEI,Lisboa,Lisboa,Servicos,62010 - Actividades de programacao informatica,,27-Ago-08,505791,200000,502056517
2525,"VOICEINTERACTION - TECNOLOGIAS DE PROCESSAMENTO DA FALA, SA",VOICE NUC - SOLUcoES INOVADORAS CENTRADAS NAS TECNOLOGIAS DE PROCESSAMENTO DA FALA,Criacao e Reforco de competencias Internas de I&DT/Nucleos de I&DT,08/SI/2008,PO Lisboa,IAPMEI,Lisboa,Lisboa,Servicos,62010 - Actividades de programacao informatica,,27-Ago-08,122585,61293,508561922
2502,"ACONTROL - AUTOMAcaO E CONTROLE INDUSTRIAL, LDA",NuCLEO ACONTROL I&D - CRIAcaO DE NuCLEO DE INVESTIGAcaO & DESENVOLVIMENTO DA ACONTROL,Criacao e Reforco de competencias Internas de I&DT/Nucleos de I&DT,08/SI/2008,PO Centro,IAPMEI,Coimbra,Centro,Servicos,71120 - Actividades de engenharia e tecnicas afins,,26-Ago-08,216428,108214,502450665
2629,"INTELLICARE - INTELLIGENT SENSING IN HEALTHCARE, LDA",PAAL - PULSOFT AMBIENT ASSISTED LIVING,Criacao e Reforco de competencias Internas de I&DT/Nucleos de I&DT,08/SI/2008,PO Centro,IAPMEI,Coimbra,Centro,Servicos,62090 - Outras actividades relacionadas com as tecnologias da informacao e informatica,,26-Ago-08,439851,218819,505158655
2632,"GENE PREDIT, SA",GENE PREDIT - IDENTIFICAcaO DE BIOMARCADORES E DE NOVAS APLICAcoES DE COMPOSTOS FARMACeUTICOS,I&DT Empresas/Projectos Individuais,07/SI/2008,PO Centro,IAPMEI,Cantanhede,Centro,Servicos,72110 - Investigacao e desenvolvimento em biotecnologia,,26-Ago-08,664401,425300,507586557
2589,"WIT - SOFTWARE, CONSULTORIA E SOFTWARE PARA INTERNET MoVEL, SA","PC-COMMUNICATOR: ENTERPRISE EDITION - DESENVOLVIMENTO DE UM PROToTIPO PARA CONVERGeNCIA DE COMUNICAcoES FIXAS, MoVEIS, INTERNET E INTEGRAcaO COM APLICAcoES EMPRESARIAIS",I&DT Empresas/Projectos Individuais,07/SI/2008,PO Centro,IAPMEI,Coimbra,Centro,Servicos,62010 - Actividades de programacao informatica,,26-Ago-08,257701,157181,505205939
2588,"VISIONE - INFORMaTICA DE GESTaO, LDA",VISIONETEC - CRIAcaO DO NuCLEO DE INVESTIGAcaO E DESENVOLVIMENTO TECNOLoGICO DA VISIONE,Criacao e Reforco de competencias Internas de I&DT/Nucleos de I&DT,08/SI/2008,PO Norte,IAPMEI,Maia,Norte,Servicos,62010 - Actividades de programacao informatica,,25-Ago-08,366040,177329,507427270
2593,"BIOTEMPO - CONSULTORIA EM BIOTECNOLOGIA, LDA",MATERA - NuCLEO DE DESENVOLVIMENTO DE NOVAS BIO-TECNOLOGIAS DE PRODUcaO INDUSTRIAL POR FERMENTAcaO,Criacao e Reforco de competencias Internas de I&DT/Nucleos de I&DT,08/SI/2008,PO Norte,IAPMEI,Guimaraes,Norte,Servicos,72110 - Investigacao e desenvolvimento em biotecnologia,,25-Ago-08,148844,74422,505760932
2585,EUROTUX INFORMaTICA SA,ETVA - EUROTUX VIRTUAL APPLIANCES,I&DT Empresas/Projectos Individuais,07/SI/2008,PO Norte,IAPMEI,Braga,Norte,Servicos,62020 - Actividades de consultoria em informatica,,25-Ago-08,160864,121538,504827715
2566,"VIDA ECONoMICA EDITORIAL, SA",NuCLEO I&DT - CRIAcaO DE NuCLEO I&DT NO GRUPO VIDA ECONoMICA,Criacao e Reforco de competencias Internas de I&DT/Nucleos de I&DT,08/SI/2008,PO Norte,IAPMEI,Porto,Norte,Servicos,58130 - Edicao de jornais,,25-Ago-08,390395,195186,507258487
1958,"WIRE MAZE SISTEMAS DE INFORMAcaO, SA",NI&DT - WM - DESENVOLVIMENTO DE INTRANET BASEADA EM TECNOLOGIA NET,Criacao e Reforco de competencias Internas de I&DT/Nucleos de I&DT,08/SI/2008,PO Norte,IAPMEI,Porto,Norte,Servicos,62010 - Actividades de programacao informatica,,25-Ago-08,188619,94310,505331187
2620,XLPARTNER TECHNOLOGIES SA,XLP_IDT - NuCLEO I&DT - XLP,Criacao e Reforco de competencias Internas de I&DT/Nucleos de I&DT,08/SI/2008,PO Norte,IAPMEI,Maia,Norte,Servicos,72190 - Outra investigacao e desenvolvimento das ciencias fisicas e naturais,,25-Ago-08,155437,77719,507549635
2607,"PLAYVEST - PRODUcaO E COMeRCIO DE ROUPA INTERIOR, SA",NuCLEO DE I&DT DA PLAYVEST - CRIAcaO DE UM NuCLEO DE I&DT PARA DESENVOLVIMENTO DE PROJECTOS NA aREA DOS TeXTEIS,Criacao e Reforco de competencias Internas de I&DT/Nucleos de I&DT,08/SI/2008,PO Norte,IAPMEI,Braga,Norte,Industria,14140 - Confeccao de vestuario interior,,25-Ago-08,378542,189271,506672476
2488,"IMOESTATiSTICA - SISTEMAS DE INFORMAcaO DE IMOBILIaRIO, LDA",CREDIT_RISK - INDICADORES GEOREFERENCIADOS DE ANaLISE DE RISCO DE CReDITO HIPOTECaRIO,I&DT Empresas/Projectos Individuais,07/SI/2008,PO Norte,IAPMEI,Porto,Norte,Servicos,"82990 - Outras actividades de servicos de apoio prestados as empresas, ne",,25-Ago-08,422121,268546,507830369
2521,"CASTRO, PINTO & COSTA, LDA",MYLAB - PORTAL DE INFORMAcaO E DESENVOLVIMENTO DE MeTODOS ANALiTICOS,I&DT Empresas/Projectos Individuais,07/SI/2008,PO Norte,IAPMEI,Maia,Norte,Servicos,71200 - Actividades de ensaios e analises tecnicas,,25-Ago-08,127862,80836,504867199
2538,"NORTaVIA, TRANSPORTES AeREOS S A",NFAP - NATURE FRIENDLY AIRSHIP PROJECT,I&DT Empresas/Projectos Individuais,07/SI/2008,PO Norte,IAPMEI,Maia,Norte,Industria,"30300 - Fabricacao de aeronaves, de veiculos espaciais e equipamento relacionado",,25-Ago-08,464648,308051,502241560
2539,"NOVABASE CONSULTING - CONSULTORIA, DESENVOLVIMENTO E OPERAcaO DE SISTEMAS DE INFORMAcaO, SA",MYCUSTOMER - DESENVOLVIMENTO DE UMA SOLUcaO ANALiTICA DE RETENcaO DE CLIENTES PARA O SECTOR DAS TELCO,I&DT Empresas/Projectos Individuais,07/SI/2008,PO Lisboa,IAPMEI,Lisboa,Lisboa,Servicos,62090 - Outras actividades relacionadas com as tecnologias da informacao e informatica,,22-Ago-08,893977,296642,504857312
2519,"LABORAToRIOS ATRAL, SA",C-CLAV - DESENVOLVIMENTO DE NOVOS MEDICAMENTOS ANTIBIoTICOS PARA INFECcoES MULTI-RESISTENTES,I&DT Empresas/Projectos Individuais,07/SI/2008,PO Lisboa,IAPMEI,Vila Franca de Xira,Lisboa,Industria,21201 - Fabricacao de medicamentos,,22-Ago-08,736465,287833,500162085
2609,"HOVIONE - FARMACIeNCIA, SA",ADPI - ACTIVES FOR DRY POWDER INHALATION,I&DT Empresas/Projectos Individuais,07/SI/2008,PO Lisboa,IAPMEI,Loures,Lisboa,Industria,21100 - Fabricacao de produtos farmaceuticos de base,,22-Ago-08,949721,505991,500135495
2583,"FISIPE - FIBRAS SINTeTICAS DE PORTUGAL, SA",CARBOPAN - DESENVOLVIMENTO DE NOVAS TIPOLOGIAS DE FIBRA DE CARBONO,I&DT Empresas/Projectos Individuais,07/SI/2008,PO Lisboa,IAPMEI,Barreiro,Lisboa,Industria,20600 - Fabricacao de fibras sinteticas ou artificiais,,22-Ago-08,3047748,1453361,500116822
3519,"EMBRAER PORTUGAL ESTRUTURAS METaLICAS, SA",IMPLANTAcaO DE INDuSTRIA DE FABRICAcaO DE ESTRUTURAS METaLICAS,SI Inovacao/Projectos de Interesse Estrategico,,PO FC,AICEP,evora,Alentejo,Industria,25920 - Fabricacao de embalagens metalicas ligeiras,,19-Ago-08,88306874,47132340,508622727
3518,"EMBRAER PORTUGAL ESTRUTURAS EM COMPOSITOS, SA","CRIAcaO DE EMPRESA QUE APLICA EMPREGADOS QUALIFICADOS, ALTA TECNOLOGIA, CAPITAL INTENSIVO E COM ATUAcaO GLOBAL",SI Inovacao/Projectos de Interesse Estrategico,,PO FC,AICEP,evora,Alentejo,Industria,"23992 - Fabricacao de outros produtos minerais nao metalicos diversos, ne",,19-Ago-08,28708494,21424891,508612926
1948,"IKEA INDUSTRY PORTUGAL, LDA",INSTALAcaO DE FaBRICA DE PRODUcaO DE MOBILIaRIO,Projectos transitados do QCA III,,PO FC,AICEP,Pacos de Ferreira,Norte,Industria,31091 - Fabricacao de mobiliario de madeira para outros fins,,01-Ago-08,101340503,29000000,507808401
3151,"SOMSEN & POOLE DA COSTA, LDA",MAQUINAcaO AUTOMaTICA DE PUNHOS DE CORTIcA ERGONoMICOS,I&DT Empresas/Vale I&DT,11/SI/2008,PO Lisboa,IAPMEI,Lisboa,Lisboa,Industria,16295 - Fabricacao de outros produtos de cortica,,28-Jul-08,19975,14981,500273120
3149,"ANDITEC - TECNOLOGIAS DE REABILITAcaO, LDA",SICAMM - SISTEMA INTEGRADO PARA A COMUNICAcaO AUMENTATIVA MOBILIDADE E MANIPULAcaO,I&DT Empresas/Vale I&DT,11/SI/2008,PO Lisboa,IAPMEI,Lisboa,Lisboa,Comercio,46900 - Comercio por grosso nao especializado,,28-Jul-08,30000,22500,502551097
3139,"ATARAXIA - ESTUDOS E SERVIcOS EM TECNOLOGIAS DE INFORMAcaO, LDA",ESTUDO DE VIABILIDADE TECNICA E FINANCEIRA PARA A REALIZAcaO DE UM OCR(OPTICAL CHARACTER RECOGNITION) MANUSCRITO,SI Qualificacao PME/Vale Inovacao,12/SI/2008,PO Lisboa,IAPMEI,Odivelas,Lisboa,Servicos,72190 - Outra investigacao e desenvolvimento das ciencias fisicas e naturais,,28-Jul-08,32000,24000,505459671
3134,"CERaMICA DE PEGoES - J G SILVA, SA",IMPLEMENTAcaO E INTEGRAcaO DE MELHORES TeCNICAS DISPONiVEIS (MTDS) NA GESTaO AMBIENTAL DA CERaMICA DE PEGoES,SI Qualificacao PME/Vale Inovacao,12/SI/2008,PO Lisboa,IAPMEI,Montijo,Lisboa,Industria,23321 - Fabricacao de tijolos,,28-Jul-08,10500,7875,500020698
3233,"DYNASYS - ENGENHARIA E TELECOMUNICAcoES, SA",HOTEL TRACE - CONTROLE DE ACESSOS E RASTREABILIDADE EM HOTeIS,I&DT Empresas/Vale I&DT,11/SI/2008,PO Lisboa,IAPMEI,Palmela,Lisboa,Servicos,62090 - Outras actividades relacionadas com as tecnologias da informacao e informatica,,28-Jul-08,33000,24750,505490315
